id_recibo,producto_id,pedido_id,cantidad,valor_unitario,valor_total,ciudad,costo_envio,ciudad_nombre,vendedor_id,fecha_compra,total,producto,precio,marca,sku,condicion,tipo_producto,nombre_vendedor,año_compra,mes_compra
3956,14074,127559,5,450,2250,BR-PI,450.0,Piauí,5,2019-08-24,2250,Camisa Amarela Laco,450,Carol Bassi,309858.0,Usado,Camisa,Paulo Calanca,2019,8
3957,100481,127688,6,410,2460,BR-MS,492.0,Mato Grosso do Sul,3,2019-08-24,2460,Bomber Tricot Off,410,Sacada,208772.0,Usado,Bomber,Nadia Oliveira,2019,8
3958,47682,127721,5,430,2150,BR-ES,430.0,Espírito Santo,2,2019-08-24,2150,Vestido Malha Estampa,430,Forum,255197.0,Usado,Vestido,Daniel Siqueira,2019,8
3959,15875,128586,5,490,2450,BR-PB,490.0,Paraíba,4,2019-08-24,2450,Vestido Recortes Cores,490,Alix Shop,257917.0,Usado,Vestido,Millena Pereira,2019,8
3960,53731,132518,2,430,860,BR-MS,172.0,Mato Grosso do Sul,3,2019-08-24,860,Camisa Verde Classica,430,A.Brand,308475.0,Usado,Camisa,Nadia Oliveira,2019,8
3961,10795,133206,1,300,300,BR-MA,60.0,Maranhão,5,2019-08-24,300,Blusinha Guipir Black,300,Banana Republic,224603.0,Usado,Blusinha,Paulo Calanca,2019,8
3962,58472,134376,1,150,150,BR-PB,30.0,Paraíba,5,2019-08-24,150,Blusa Off-White Renda,150,Dica Da Ka,307113.0,Usado,Blusa,Paulo Calanca,2019,8
3963,2706,134826,1,590,590,BR-AP,118.0,Amapá,4,2019-08-24,590,Blusa Cinza,590,Mixed,297627.0,Usado,Blusa,Millena Pereira,2019,8
3964,24159,135999,4,270,1080,BR-SP,216.0,São Paulo,4,2019-08-24,1080,Regata Listras Azul,270,Osklen,304941.0,Usado,Regata,Millena Pereira,2019,8
3965,75706,136921,2,100,200,BR-MA,40.0,Maranhão,3,2019-08-25,200,Shorts Poa Pb,100,Forever 21,258661.0,Usado,Shorts,Nadia Oliveira,2019,8
3966,89100,137137,3,4200,12600,BR-SE,2520.0,Sergipe,1,2019-08-25,12600,Vestido Longo Preto,4200,Barbara Bela,104978.0,Usado,Vestido,Ana Duarte,2019,8
3967,77558,137368,1,790,790,BR-SE,158.0,Sergipe,5,2019-08-25,790,Bota Veludo Azul,790,A.Brand,142974.0,Nuevo Sin Etiqueta,Bota,Paulo Calanca,2019,8
3968,40082,137870,4,315,1260,BR-RJ,252.0,Rio de Janeiro,2,2019-08-25,1260,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Daniel Siqueira,2019,8
3969,29893,138617,2,420,840,BR-RN,168.0,Rio Grande do Norte,5,2019-08-25,840,Sandalia Plataforma Corda,420,Luiza Barcelos,123641.0,Usado,Sandalia,Paulo Calanca,2019,8
3970,71770,310,6,530,3180,BR-PB,636.0,Paraíba,5,2019-08-25,3180,Saia Pregas Azul,530,Carina Duek,303363.0,Nuevo Con Etiqueta,Saia,Paulo Calanca,2019,8
3971,8456,318,5,360,1800,BR-MG,360.0,Minas Gerais,1,2019-08-25,1800,Camisa Acetinada Mostarda,360,Thelure,216957.0,Usado,Camisa,Ana Duarte,2019,8
3972,68110,587,5,790,3950,BR-MT,790.0,Mato Grosso,1,2019-08-25,3950,Casaqueto Fio Mescla,790,Mixed,294836.0,Usado,Casaqueto,Ana Duarte,2019,8
3973,70673,987,4,210,840,BR-BA,168.0,Bahia,5,2019-08-25,840,Shorts Listras Bordados,210,American Eagle,126190.0,Usado,Shorts,Paulo Calanca,2019,8
3974,6137,4973,5,100,500,BR-PE,100.0,Pernambuco,1,2019-08-25,500,Camisa Tear Folk,100,Mixed,114671.0,Nuevo Con Etiqueta,Camisa,Ana Duarte,2019,8
3975,35682,5857,4,250,1000,BR-SP,200.0,São Paulo,1,2019-08-25,1000,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Ana Duarte,2019,8
3976,33976,5907,5,120,600,BR-AP,120.0,Amapá,2,2019-08-25,600,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Daniel Siqueira,2019,8
3977,86302,6469,4,139,556,BR-MS,111.2,Mato Grosso do Sul,1,2019-08-25,556,Body Estampa Coracoes,139,Carter’S,214670.0,Usado,Body,Ana Duarte,2019,8
3978,39368,7296,1,279,279,BR-PR,55.8,Paraná,1,2019-08-25,279,Shorts Neoprene Pb,279,Animale,305188.0,Usado,Shorts,Ana Duarte,2019,8
3979,58472,7408,2,150,300,BR-RN,60.0,Rio Grande do Norte,5,2019-08-25,300,Blusa Off-White Renda,150,Dica Da Ka,307113.0,Usado,Blusa,Paulo Calanca,2019,8
3980,10795,8716,1,300,300,BR-AP,60.0,Amapá,5,2019-08-25,300,Blusinha Guipir Black,300,Banana Republic,224603.0,Usado,Blusinha,Paulo Calanca,2019,8
3981,28699,10862,5,420,2100,BR-AP,420.0,Amapá,3,2019-08-25,2100,Calca Verde Bolsos,420,Brooksfield,947048.0,Usado,Calca,Nadia Oliveira,2019,8
3982,18212,11015,4,120,480,BR-PA,96.0,Pará,3,2019-08-25,480,Blusa Laranja Golinha,120,Zara,322472.0,Usado,Blusa,Nadia Oliveira,2019,8
3983,87711,11295,2,140,280,BR-SC,56.0,Santa Catarina,5,2019-08-25,280,Conjunto Body Calca,140,Bazar Genial,179288.0,Usado,Conjunto,Paulo Calanca,2019,8
3984,79551,11681,5,290,1450,BR-AP,290.0,Amapá,5,2019-08-25,1450,Shorts Jeans Destroyed,290,Sacada,213739.0,Usado,Shorts,Paulo Calanca,2019,8
3985,27336,12182,2,250,500,BR-PI,100.0,Piauí,4,2019-08-25,500,Calca Preta Resinada,250,Ellus,122068.0,Usado,Calca,Millena Pereira,2019,8
3986,100481,12213,5,410,2050,BR-BA,410.0,Bahia,3,2019-08-25,2050,Bomber Tricot Off,410,Sacada,208772.0,Usado,Bomber,Nadia Oliveira,2019,8
3987,13906,12543,5,340,1700,BR-PB,340.0,Paraíba,1,2019-08-26,1700,Blazer Alfaiataria Grafite,340,Forum,316222.0,Usado,Blazer,Ana Duarte,2019,8
3988,77558,12617,5,790,3950,BR-ES,790.0,Espírito Santo,2,2019-08-26,3950,Bota Veludo Azul,790,A.Brand,142974.0,Nuevo Sin Etiqueta,Bota,Daniel Siqueira,2019,8
3989,83009,14176,1,280,280,BR-SC,56.0,Santa Catarina,5,2019-08-26,280,Body Babado Pb,280,Karmani,263899.0,Usado,Body,Paulo Calanca,2019,8
3990,7871,14621,2,420,840,BR-MA,168.0,Maranhão,4,2019-08-26,840,Vestido Ziper Fendi,420,Thelure,318544.0,Usado,Vestido,Millena Pereira,2019,8
3991,53941,16232,4,280,1120,BR-MT,224.0,Mato Grosso,4,2019-08-26,1120,Cropped Escritas Pb,280,Linda De Morrer,917972.0,Usado,Cropped,Millena Pereira,2019,8
3992,21516,16991,1,320,320,BR-MG,64.0,Minas Gerais,2,2019-08-26,320,Bolsa Vermelha Brilhos,320,Kipling,296103.0,Usado,Bolsa,Daniel Siqueira,2019,8
3993,100460,17395,4,890,3560,BR-PB,712.0,Paraíba,5,2019-08-26,3560,Vestido Azul Franzido,890,Cris Barros,310953.0,Usado,Vestido,Paulo Calanca,2019,8
3994,7871,17580,4,420,1680,BR-PB,336.0,Paraíba,3,2019-08-26,1680,Vestido Ziper Fendi,420,Thelure,318544.0,Usado,Vestido,Nadia Oliveira,2019,8
3995,82990,18724,3,450,1350,BR-RO,270.0,Rondônia,2,2019-08-26,1350,Calca Estampa Azul,450,Tigresse,267673.0,Usado,Calca,Daniel Siqueira,2019,8
3996,74506,20776,6,420,2520,BR-ES,504.0,Espírito Santo,5,2019-08-26,2520,Saia Tweed Mescla,420,Spezzato,238106.0,Usado,Saia,Paulo Calanca,2019,8
3997,100484,21614,3,320,960,BR-CE,192.0,Ceará,2,2019-08-26,960,Calca Jeans Pantacourt,320,Sacada,279886.0,Usado,Calca,Daniel Siqueira,2019,8
3998,27336,22682,3,250,750,BR-BA,150.0,Bahia,5,2019-08-26,750,Calca Preta Resinada,250,Ellus,122068.0,Usado,Calca,Paulo Calanca,2019,8
3999,23575,23459,6,210,1260,BR-PB,252.0,Paraíba,4,2019-08-26,1260,Camiseta Animal Print,210,284,283163.0,Usado,Camiseta,Millena Pereira,2019,8
4000,83866,24350,4,990,3960,BR-MT,792.0,Mato Grosso,5,2019-08-26,3960,Vestido Xadrez Pb,990,Skazi,252614.0,Nuevo Con Etiqueta,Vestido,Paulo Calanca,2019,8
4001,15470,25691,6,590,3540,BR-RR,708.0,Roraima,1,2019-08-26,3540,Vestido Jeans Ombro,590,Mixed,292393.0,Usado,Vestido,Ana Duarte,2019,8
4002,53731,26122,5,430,2150,BR-GO,430.0,Goiás,1,2019-08-26,2150,Camisa Verde Classica,430,A.Brand,308475.0,Usado,Camisa,Ana Duarte,2019,8
4003,56571,27823,2,420,840,BR-SC,168.0,Santa Catarina,2,2019-08-26,840,Vestido Seda Floral,420,Animale,178553.0,Usado,Vestido,Daniel Siqueira,2019,8
4004,18751,27879,3,990,2970,BR-RR,594.0,Roraima,4,2019-08-26,2970,Vestido Couro Franjas,990,Spezzato,304187.0,Nuevo Con Etiqueta,Vestido,Millena Pereira,2019,8
4005,8456,28862,1,360,360,BR-RO,72.0,Rondônia,5,2019-08-26,360,Camisa Acetinada Mostarda,360,Thelure,216957.0,Usado,Camisa,Paulo Calanca,2019,8
4006,29012,29133,3,525,1575,BR-PB,315.0,Paraíba,2,2019-08-26,1575,Casaco Branco Costuras,525,Tigresse,257889.0,Usado,Casaco,Daniel Siqueira,2019,8
4007,84743,30782,4,120,480,BR-MS,96.0,Mato Grosso do Sul,1,2019-08-26,480,Blusa Listrada Malha,120,Track & Field,287524.0,Usado,Blusa,Ana Duarte,2019,8
4008,8673,31301,2,490,980,BR-DF,196.0,Distrito Federal,2,2019-08-27,980,Clutch Preta Brilho,490,Marc By Marcjacobs,222028.0,Usado,Clutch,Daniel Siqueira,2019,8
4009,11736,31802,1,740,740,BR-AL,148.0,Alagoas,3,2019-08-27,740,Saia Guipir Nude,740,Mixed,324428.0,Usado,Saia,Nadia Oliveira,2019,8
4010,37794,32078,6,105,630,BR-PI,126.0,Piauí,2,2019-08-27,630,Blusa Coracao Pedrarias,105,Zara,304416.0,Usado,Blusa,Daniel Siqueira,2019,8
4011,77079,33511,2,100,200,BR-SE,40.0,Sergipe,2,2019-08-27,200,Saia Evase Cinza,100,Zara,260523.0,Usado,Saia,Daniel Siqueira,2019,8
4012,61071,34076,5,450,2250,BR-TO,450.0,Tocantins,2,2019-08-27,2250,Macacao Malha Preto,450,Animale,308101.0,Usado,Macacao,Daniel Siqueira,2019,8
4013,70813,34817,3,120,360,BR-RS,72.0,Rio Grande do Sul,5,2019-08-27,360,Saia Costura Preta,120,Erre Erre,167089.0,Usado,Saia,Paulo Calanca,2019,8
4014,18790,34832,2,890,1780,BR-AM,356.0,Amazonas,3,2019-08-27,1780,Vestido Recortes Cores,890,Bcbgmaxzria,264965.0,Usado,Vestido,Nadia Oliveira,2019,8
4015,73692,34841,2,90,180,BR-GO,36.0,Goiás,2,2019-08-27,180,Shorts Estampa Floral,90,Zara,238011.0,Usado,Shorts,Daniel Siqueira,2019,8
4016,12609,34995,6,320,1920,BR-TO,384.0,Tocantins,4,2019-08-27,1920,Calca Jeans Lavagem,320,Armani Exchange,278260.0,Usado,Calca,Millena Pereira,2019,8
4017,44207,35931,6,290,1740,BR-MG,348.0,Minas Gerais,2,2019-08-27,1740,Calca Estampa Pb,290,Fyi,294021.0,Usado,Calca,Daniel Siqueira,2019,8
4018,18751,36990,2,990,1980,BR-MT,396.0,Mato Grosso,5,2019-08-27,1980,Vestido Couro Franjas,990,Spezzato,304187.0,Nuevo Con Etiqueta,Vestido,Paulo Calanca,2019,8
4019,19432,38225,2,190,380,BR-RN,76.0,Rio Grande do Norte,2,2019-08-27,380,Camisa Jeans Destroyed,190,Zara,255486.0,Usado,Camisa,Daniel Siqueira,2019,8
4020,53941,38775,5,280,1400,BR-TO,280.0,Tocantins,2,2019-08-27,1400,Cropped Escritas Pb,280,Linda De Morrer,917972.0,Usado,Cropped,Daniel Siqueira,2019,8
4021,100961,39274,3,480,1440,BR-AP,288.0,Amapá,3,2019-08-27,1440,Vestido Preto Renda,480,Dress&Co,175945.0,Usado,Vestido,Nadia Oliveira,2019,8
4022,97039,40152,1,320,320,BR-MG,64.0,Minas Gerais,3,2019-08-27,320,Calca Jeans Ilhos,320,Colcci,947042.0,Usado,Calca,Nadia Oliveira,2019,8
4023,51238,40813,6,410,2460,BR-SP,492.0,São Paulo,2,2019-08-27,2460,Mala Bolsos Preta,410,Gap,286008.0,Usado,Mala,Daniel Siqueira,2019,8
4024,71190,41279,2,360,720,BR-MS,144.0,Mato Grosso do Sul,2,2019-08-27,720,Saia Midi Tricolor,360,Tigresse,947046.0,Nuevo Con Etiqueta,Saia,Daniel Siqueira,2019,8
4025,53941,41769,6,280,1680,BR-AL,336.0,Alagoas,1,2019-08-27,1680,Cropped Escritas Pb,280,Linda De Morrer,917972.0,Usado,Cropped,Ana Duarte,2019,8
4026,3829,42033,2,2630,5260,BR-GO,1052.0,Goiás,4,2019-08-27,5260,Sneaker Monograma Bege,2630,Louis Vuitton,256175.0,Usado,Sneaker,Millena Pereira,2019,8
4027,4853,42586,4,100,400,BR-MA,80.0,Maranhão,3,2019-08-27,400,Vestido Off White Franjas,100,Animale,295417.0,Usado,Vestido,Nadia Oliveira,2019,8
4028,98640,42877,3,990,2970,BR-MS,594.0,Mato Grosso do Sul,4,2019-08-27,2970,Calca Jeans Costuras,990,Diesel,312258.0,Usado,Calca,Millena Pereira,2019,8
4029,67445,43125,1,320,320,BR-RS,64.0,Rio Grande do Sul,4,2019-08-27,320,Blusa Verde Manga,320,Shoulder,295249.0,Usado,Blusa,Millena Pereira,2019,8
4030,14836,43410,6,1100,6600,BR-AP,1320.0,Amapá,1,2019-08-27,6600,Sandalia Lona Cortica,1100,Tory Burch,290573.0,Usado,Sandalia,Ana Duarte,2019,8
4031,59784,43422,1,390,390,BR-BA,78.0,Bahia,5,2019-08-27,390,Calca Ziper Preto,390,Banana Republic,314958.0,Usado,Calca,Paulo Calanca,2019,8
4032,74506,44259,4,420,1680,BR-DF,336.0,Distrito Federal,2,2019-08-28,1680,Saia Tweed Mescla,420,Spezzato,238106.0,Usado,Saia,Daniel Siqueira,2019,8
4033,13716,44756,4,450,1800,BR-RS,360.0,Rio Grande do Sul,5,2019-08-28,1800,Vestido Longo Militar,450,Iorane,161326.0,Nuevo Sin Etiqueta,Vestido,Paulo Calanca,2019,8
4034,50478,45275,3,315,945,BR-SE,189.0,Sergipe,5,2019-08-28,945,Regata Estampa Roxa,315,Fyi,917217.0,Usado,Regata,Paulo Calanca,2019,8
4035,9981,45341,3,4000,12000,BR-DF,2400.0,Distrito Federal,3,2019-08-28,12000,Bolsa Coral Saco,4000,Givenchy,278612.0,Usado,Bolsa,Nadia Oliveira,2019,8
4036,32126,45416,1,210,210,BR-DF,42.0,Distrito Federal,4,2019-08-28,210,Saia Midi Cinto,210,Limone By Jade Seba,302628.0,Nuevo Sin Etiqueta,Saia,Millena Pereira,2019,8
4037,72621,45480,2,179,358,BR-PI,71.6,Piauí,5,2019-08-28,358,Capa Fio Marrom,179,Zara,304783.0,Usado,Capa,Paulo Calanca,2019,8
4038,38723,45753,3,80,240,BR-TO,48.0,Tocantins,2,2019-08-28,240,Top Cropped Coqueiros,80,Forever 21,192101.0,Usado,Top,Daniel Siqueira,2019,8
4039,37794,46135,5,105,525,BR-RJ,105.0,Rio de Janeiro,4,2019-08-28,525,Blusa Coracao Pedrarias,105,Zara,304416.0,Usado,Blusa,Millena Pereira,2019,8
4040,29650,46409,5,120,600,BR-AP,120.0,Amapá,2,2019-08-28,600,Vestido Estampa Pb,120,H&M,285576.0,Usado,Vestido,Daniel Siqueira,2019,8
4041,80644,46874,1,990,990,BR-PB,198.0,Paraíba,1,2019-08-28,990,Bolsa Azul Candy,990,Lauren Ralph Lauren,289991.0,Usado,Bolsa,Ana Duarte,2019,8
4042,72621,48645,2,179,358,BR-BA,71.6,Bahia,5,2019-08-28,358,Capa Fio Marrom,179,Zara,304783.0,Usado,Capa,Paulo Calanca,2019,8
4043,5292,48667,5,576,2880,BR-PR,576.0,Paraná,5,2019-08-28,2880,Saia Jeans Forest,576,Mixed,222683.0,Nuevo Con Etiqueta,Saia,Paulo Calanca,2019,8
4044,91498,49149,1,130,130,BR-ES,26.0,Espírito Santo,1,2019-08-28,130,Blusa Babados Cats,130,H&M,253257.0,Usado,Blusa,Ana Duarte,2019,8
4045,20029,49545,3,294,882,BR-GO,176.4,Goiás,5,2019-08-28,882,Tenis Xadrez Tecido,294,Converse,121965.0,Usado,Tenis,Paulo Calanca,2019,8
4046,6699,50182,1,320,320,BR-AL,64.0,Alagoas,3,2019-08-28,320,Blusinha Azul Bic Laco,320,Argentum,299041.0,Usado,Blusinha,Nadia Oliveira,2019,8
4047,43054,50206,3,320,960,BR-DF,192.0,Distrito Federal,1,2019-08-28,960,Calca Alfaiataria Rose,320,Cheroy,307550.0,Usado,Calca,Ana Duarte,2019,8
4048,55051,50410,6,760,4560,BR-BA,912.0,Bahia,5,2019-08-28,4560,Bermuda Acetinada Preta,760,Paula Raia,920767.0,Usado,Bermuda,Paulo Calanca,2019,8
4049,12609,50550,4,320,1280,BR-SC,256.0,Santa Catarina,3,2019-08-28,1280,Calca Jeans Lavagem,320,Armani Exchange,278260.0,Usado,Calca,Nadia Oliveira,2019,8
4050,82990,51806,3,450,1350,BR-MG,270.0,Minas Gerais,2,2019-08-28,1350,Calca Estampa Azul,450,Tigresse,267673.0,Usado,Calca,Daniel Siqueira,2019,8
4051,73038,51937,5,90,450,BR-CE,90.0,Ceará,2,2019-08-28,450,Blusa Veludo Flores,90,Isa Kulikovski,248238.0,Usado,Blusa,Daniel Siqueira,2019,8
4052,19432,52338,1,190,190,BR-GO,38.0,Goiás,2,2019-08-28,190,Camisa Jeans Destroyed,190,Zara,255486.0,Usado,Camisa,Daniel Siqueira,2019,8
4053,13472,53380,2,450,900,BR-AP,180.0,Amapá,4,2019-08-28,900,Peeptoe Preto Verniz,450,Jorge Bischoff,318875.0,Usado,Peeptoe,Millena Pereira,2019,8
4054,72621,54368,5,179,895,BR-DF,179.0,Distrito Federal,3,2019-08-29,895,Capa Fio Marrom,179,Zara,304783.0,Usado,Capa,Nadia Oliveira,2019,8
4055,40508,55286,1,245,245,BR-ES,49.0,Espírito Santo,1,2019-08-29,245,Regata Bicolor Alcinha,245,Express,247166.0,Usado,Regata,Ana Duarte,2019,8
4056,86845,55429,3,110,330,BR-CE,66.0,Ceará,5,2019-08-29,330,Bermuda Listras Bolsos,110,Toca Do Coelho,256800.0,Usado,Bermuda,Paulo Calanca,2019,8
4057,75557,56557,6,90,540,BR-AM,108.0,Amazonas,2,2019-08-29,540,Saia Pregas Preta,90,Zara,127344.0,Usado,Saia,Daniel Siqueira,2019,8
4058,62594,57655,2,300,600,BR-RR,120.0,Roraima,5,2019-08-29,600,Blusa Pontas Blue,300,Dkny,163810.0,Usado,Blusa,Paulo Calanca,2019,8
4059,17990,57658,1,3800,3800,BR-AP,760.0,Amapá,4,2019-08-29,3800,Saia Couro Tijolo,3800,Mixed,255109.0,Usado,Saia,Millena Pereira,2019,8
4060,12751,58689,6,400,2400,BR-RN,480.0,Rio Grande do Norte,5,2019-08-29,2400,Bata Pink Decote,400,Loft 747,264713.0,Nuevo Con Etiqueta,Bata,Paulo Calanca,2019,8
4061,100961,58837,5,480,2400,BR-SP,480.0,São Paulo,4,2019-08-29,2400,Vestido Preto Renda,480,Dress&Co,175945.0,Usado,Vestido,Millena Pereira,2019,8
4062,39368,59268,2,279,558,BR-PI,111.6,Piauí,5,2019-08-29,558,Shorts Neoprene Pb,279,Animale,305188.0,Usado,Shorts,Paulo Calanca,2019,8
4063,100983,61213,3,350,1050,BR-BA,210.0,Bahia,2,2019-08-29,1050,Blusa Croche Branca,350,Galeria Tricot,222915.0,Usado,Blusa,Daniel Siqueira,2019,8
4064,3820,61570,4,139,556,BR-MG,111.2,Minas Gerais,4,2019-08-29,556,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Millena Pereira,2019,8
4065,17990,61674,3,3800,11400,BR-PE,2280.0,Pernambuco,5,2019-08-29,11400,Saia Couro Tijolo,3800,Mixed,255109.0,Usado,Saia,Paulo Calanca,2019,8
4066,9981,63377,1,4000,4000,BR-PA,800.0,Pará,5,2019-08-29,4000,Bolsa Coral Saco,4000,Givenchy,278612.0,Usado,Bolsa,Paulo Calanca,2019,8
4067,72621,64094,5,179,895,BR-AC,179.0,Acre,5,2019-08-29,895,Capa Fio Marrom,179,Zara,304783.0,Usado,Capa,Paulo Calanca,2019,8
4068,31835,64660,2,399,798,BR-TO,159.6,Tocantins,1,2019-08-29,798,Camisa Seda Pb,399,Mixed,258114.0,Usado,Camisa,Ana Duarte,2019,8
4069,57696,65195,5,410,2050,BR-GO,410.0,Goiás,5,2019-08-29,2050,Vestido Estampa Verde,410,Farm,295337.0,Usado,Vestido,Paulo Calanca,2019,8
4070,12895,65361,3,2600,7800,BR-RJ,1560.0,Rio de Janeiro,1,2019-08-29,7800,Oculos Redondo Purple,2600,Prada,237288.0,Usado,Oculos,Ana Duarte,2019,8
4071,61071,65409,4,450,1800,BR-PB,360.0,Paraíba,5,2019-08-29,1800,Macacao Malha Preto,450,Animale,308101.0,Usado,Macacao,Paulo Calanca,2019,8
4072,8673,65514,2,490,980,BR-AC,196.0,Acre,2,2019-08-29,980,Clutch Preta Brilho,490,Marc By Marcjacobs,222028.0,Usado,Clutch,Daniel Siqueira,2019,8
4073,66539,65945,3,399,1197,BR-PA,239.4,Pará,2,2019-08-29,1197,Shorts Bordado Branco,399,Shoulder,211444.0,Nuevo Con Etiqueta,Shorts,Daniel Siqueira,2019,8
4074,37384,66508,4,700,2800,BR-PA,560.0,Pará,5,2019-08-29,2800,Jaqueta Veludo Bordada,700,Animale,141732.0,Usado,Jaqueta,Paulo Calanca,2019,8
4075,3451,66610,1,250,250,BR-TO,50.0,Tocantins,2,2019-08-29,250,Vestido Ombro So,250,Lemon Cola,295317.0,Usado,Vestido,Daniel Siqueira,2019,8
4076,3820,66895,4,139,556,BR-MG,111.2,Minas Gerais,5,2019-08-30,556,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Paulo Calanca,2019,8
4077,49026,68306,6,240,1440,BR-RS,288.0,Rio Grande do Sul,1,2019-08-30,1440,Blusa Colorida Babado,240,Farm,318273.0,Usado,Blusa,Ana Duarte,2019,8
4078,18128,69342,1,795,795,BR-SC,159.0,Santa Catarina,5,2019-08-30,795,Blusinha Tropical Azul,795,Reinaldo Lourenço,278292.0,Nuevo Con Etiqueta,Blusinha,Paulo Calanca,2019,8
4079,57708,69719,3,990,2970,BR-MG,594.0,Minas Gerais,3,2019-08-30,2970,Sapatilha Python Bege,990,Tory Burch,278531.0,Usado,Sapatilha,Nadia Oliveira,2019,8
4080,7193,69882,6,320,1920,BR-RJ,384.0,Rio de Janeiro,5,2019-08-30,1920,Saia Preta Babado,320,Mixed,185450.0,Usado,Saia,Paulo Calanca,2019,8
4081,65473,70125,6,210,1260,BR-AP,252.0,Amapá,1,2019-08-30,1260,Oculos Acetato Branco,210,Mango,944049.0,Usado,Oculos,Ana Duarte,2019,8
4082,89100,71013,1,4200,4200,BR-SE,840.0,Sergipe,2,2019-08-30,4200,Vestido Longo Preto,4200,Barbara Bela,104978.0,Usado,Vestido,Daniel Siqueira,2019,8
4083,33976,71340,6,120,720,BR-MA,144.0,Maranhão,3,2019-08-30,720,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Nadia Oliveira,2019,8
4084,89334,72172,5,350,1750,BR-SC,350.0,Santa Catarina,5,2019-08-30,1750,Pantacourt Amarracao Verde,350,Ateliê De Calças,220768.0,Nuevo Con Etiqueta,Pantacourt,Paulo Calanca,2019,8
4085,5567,72454,4,210,840,BR-TO,168.0,Tocantins,3,2019-08-30,840,Vestido Medio Florl,210,Amaro,525428.0,Usado,Vestido,Nadia Oliveira,2019,8
4086,86243,72607,4,350,1400,BR-MS,280.0,Mato Grosso do Sul,4,2019-08-30,1400,Sapatilha P&B Zebra,350,Jorge Bischoff,909166.0,Nuevo Sin Etiqueta,Sapatilha,Millena Pereira,2019,8
4087,31651,73052,3,180,540,BR-TO,108.0,Tocantins,3,2019-08-30,540,Blusa Roxa Babadinhos,180,Zara,295222.0,Usado,Blusa,Nadia Oliveira,2019,8
4088,61356,73096,5,390,1950,BR-CE,390.0,Ceará,5,2019-08-30,1950,Vestido Preto Estampa,390,Maria Filó,303328.0,Usado,Vestido,Paulo Calanca,2019,8
4089,36195,73100,5,110,550,BR-AC,110.0,Acre,5,2019-08-30,550,Calca Jeans Off-White,110,Zara,142699.0,Usado,Calca,Paulo Calanca,2019,8
4090,41262,73299,3,390,1170,BR-CE,234.0,Ceará,5,2019-08-30,1170,Calca Estampa Flare,390,Canal,304225.0,Usado,Calca,Paulo Calanca,2019,8
4091,40082,73603,5,315,1575,BR-MA,315.0,Maranhão,5,2019-08-30,1575,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Paulo Calanca,2019,8
4092,6137,73791,5,100,500,BR-AM,100.0,Amazonas,5,2019-08-30,500,Camisa Tear Folk,100,Mixed,114671.0,Nuevo Con Etiqueta,Camisa,Paulo Calanca,2019,8
4093,49497,74904,1,320,320,BR-RJ,64.0,Rio de Janeiro,4,2019-08-30,320,Regata Alcinha Paete,320,Morena Rosa,256324.0,Nuevo Con Etiqueta,Regata,Millena Pereira,2019,8
4094,91248,74915,4,45,180,BR-AC,36.0,Acre,5,2019-08-30,180,Vestido Estampa Laco,45,H&M,255446.0,Usado,Vestido,Paulo Calanca,2019,8
4095,30263,75110,4,135,540,BR-TO,108.0,Tocantins,2,2019-08-30,540,Camiseta Neon Bordado,135,Zara,103277.0,Usado,Camiseta,Daniel Siqueira,2019,8
4096,33349,75392,4,270,1080,BR-RS,216.0,Rio Grande do Sul,4,2019-08-30,1080,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Millena Pereira,2019,8
4097,13906,77616,6,340,2040,BR-SC,408.0,Santa Catarina,1,2019-08-30,2040,Blazer Alfaiataria Grafite,340,Forum,316222.0,Usado,Blazer,Ana Duarte,2019,8
4098,72621,78578,5,179,895,BR-RN,179.0,Rio Grande do Norte,5,2019-08-30,895,Capa Fio Marrom,179,Zara,304783.0,Usado,Capa,Paulo Calanca,2019,8
4099,43054,79533,2,320,640,BR-PB,128.0,Paraíba,5,2019-08-30,640,Calca Alfaiataria Rose,320,Cheroy,307550.0,Usado,Calca,Paulo Calanca,2019,8
4100,13814,79900,4,550,2200,BR-AP,440.0,Amapá,5,2019-08-30,2200,Vestido Nude Reta,550,Ellus,318626.0,Nuevo Sin Etiqueta,Vestido,Paulo Calanca,2019,8
4101,15875,82387,4,490,1960,BR-AP,392.0,Amapá,3,2019-08-31,1960,Vestido Recortes Cores,490,Alix Shop,257917.0,Usado,Vestido,Nadia Oliveira,2019,8
4102,54794,84503,1,350,350,BR-SC,70.0,Santa Catarina,4,2019-08-31,350,Bermuda Jeans Lavagem,350,Seven,295449.0,Usado,Bermuda,Millena Pereira,2019,8
4103,47405,84833,6,310,1860,BR-AC,372.0,Acre,5,2019-08-31,1860,Blusa Manga Estampa,310,Animale,294463.0,Usado,Blusa,Paulo Calanca,2019,8
